Store_name,Category,Latitude,Longitude,City
Heathline Pharma and General Store,pharmacy,12.9067062,77.5634005,Bengaluru
Dharani Pharma,pharmacy,12.9055332,77.5627886,Bengaluru
Lakshmi General Store,pharmacy,12.9069811,77.5599857,Bengaluru
Mitra Medical Centre,pharmacy,12.9048549,77.5623997,Bengaluru
Aswad Medical Store,pharmacy,12.9034568,77.56879,Bengaluru
Brothers Chemist,pharmacy,12.963666,77.7330257,Bengaluru
Apollo Pharmacy,pharmacy,12.9970164,77.6141416,Bengaluru
Medishop,pharmacy,13.0419502,77.6247788,Bengaluru
Apollo Pharmacy,pharmacy,12.871679,77.5426749,Bengaluru
,pharmacy,12.9259251,77.6698885,Bengaluru
Sri Sai Medicals,pharmacy,13.0031199,77.5713727,Bengaluru
Yashvini Ayurveda,pharmacy,13.0053599,77.5712888,Bengaluru
MDP Medicals,pharmacy,13.0215753,77.6297995,Bengaluru
MedPlus,pharmacy,12.9639892,77.5348786,Bengaluru
Ram Medicals,pharmacy,13.0296128,77.5607646,Bengaluru
,pharmacy,13.0893231,77.5560025,Bengaluru
Sri Ramdev Chemist,pharmacy,13.0979485,77.5666617,Bengaluru
Organic Health Labs,pharmacy,13.0981977,77.5690055,Bengaluru
Medplus,pharmacy,12.8664619,77.5918193,Bengaluru
New Bright Pharma,pharmacy,12.9497383,77.5267613,Bengaluru
Karnataka Medicals,pharmacy,12.9509385,77.5269843,Bengaluru
Pradhana Manthri Bharathiya Jan Aushadhi Kendra,pharmacy,12.9542581,77.5279393,Bengaluru
Apollo Pharmacy,pharmacy,12.9558437,77.697913,Bengaluru
Ganesh Medicals,pharmacy,12.9075461,77.6490336,Bengaluru
,pharmacy,12.998839,77.5763743,Bengaluru
Krishna Medical,pharmacy,13.0608558,77.5875414,Bengaluru
Mahalaxmi Medical & General Store,pharmacy,13.0602212,77.5888572,Bengaluru
Apollo Pharmacy,pharmacy,13.0633952,77.5914488,Bengaluru
Pradhan mantri bharatiya jan aushadh kendra,pharmacy,13.0633061,77.5895364,Bengaluru
Ashraya Mediacals,pharmacy,12.891181,77.6064826,Bengaluru
Sundha Medicals,pharmacy,12.9197456,77.6674893,Bengaluru
Sukrith Medicals,pharmacy,12.8876321,77.5526322,Bengaluru
Surana Chemist,pharmacy,12.995114,77.6160795,Bengaluru
Health Green Pharma,pharmacy,12.9966446,77.6116049,Bengaluru
Shanti Medicals,pharmacy,12.9924482,77.5756565,Bengaluru
Sri Balaji Medicals,pharmacy,12.9078609,77.6491098,Bengaluru
Saptagiri Pharmacy,pharmacy,13.0045802,77.7167366,Bengaluru
NE Pharmacy,pharmacy,12.9932604,77.571151,Bengaluru
Mataji Medical Store,pharmacy,12.9812196,77.6800194,Bengaluru
Apollo Pharmacy,pharmacy,12.9729744,77.6994417,Bengaluru
Sri Ganesh Medicals & General Stores,pharmacy,12.9728694,77.701613,Bengaluru
Apollo Pharmacy,pharmacy,13.0996273,77.597945,Bengaluru
Dalvakot Pharmacy,pharmacy,12.960605,77.7138149,Bengaluru
MedPlus,pharmacy,12.964995,77.7170926,Bengaluru
Sri Sreenivasa Medicals,pharmacy,12.9669723,77.7142387,Bengaluru
Pradhan Mantri Jan Aushadhi Kendra,pharmacy,12.8818035,77.5835092,Bengaluru
Madhura Medicals,pharmacy,12.8828903,77.5858366,Bengaluru
The Drug Hut,pharmacy,12.9989667,77.5800117,Bengaluru
Bilva Pharmacy,pharmacy,12.9989823,77.5802854,Bengaluru
MedPlus,pharmacy,13.0383902,77.6640554,Bengaluru
Ashok Medicals,pharmacy,13.0381517,77.6659314,Bengaluru
MedPlus,pharmacy,12.9482059,77.5987156,Bengaluru
Apollo Pharmacy,pharmacy,12.9248794,77.6150117,Bengaluru
Ganesh Medicals,pharmacy,12.9692627,77.7122767,Bengaluru
Apollo Pharmacy,pharmacy,12.9421478,77.7472823,Bengaluru
Varthur Pharma,pharmacy,12.937814,77.7469328,Bengaluru
MedPlus,pharmacy,12.9571546,77.7388836,Bengaluru
Aditya Pharma,pharmacy,13.1222311,77.6290095,Bengaluru
Chiru Pharma,pharmacy,13.1222868,77.6294122,Bengaluru
Apollo Pharmacy,pharmacy,13.122016,77.630345,Bengaluru
Ramdev medicals,pharmacy,12.9567448,77.7457644,Bengaluru
Kaveri Pharma,pharmacy,12.9376589,77.7478535,Bengaluru
Vishnu Medicals,pharmacy,13.1022828,77.5953411,Bengaluru
Mahalakshmi Medical,pharmacy,13.1028251,77.5972583,Bengaluru
Mataji Medical and General Stores,pharmacy,13.1030691,77.5980928,Bengaluru
Dalvkot,pharmacy,12.9602548,77.7213856,Bengaluru
Mahadev Medicals,pharmacy,13.0384368,77.6649063,Bengaluru
Netmeds,pharmacy,13.1030045,77.5767815,Bengaluru
Apollo Pharmacy,pharmacy,13.1031397,77.5767965,Bengaluru
MedPlus,pharmacy,13.1029053,77.5770303,Bengaluru
Payal Medical,pharmacy,13.0493495,77.6300471,Bengaluru
Ramdev Medical,pharmacy,13.1036592,77.6228102,Bengaluru
P.P Pharma,pharmacy,13.1025916,77.6292752,Bengaluru
Koya Pharma,pharmacy,13.0230689,77.619348,Bengaluru
Jeevika Pharmacy,pharmacy,12.9658546,77.7025095,Bengaluru
Jan Aushadhi,pharmacy,12.8717707,77.654208,Bengaluru
Sathiyam Medicals,pharmacy,12.8719512,77.6540059,Bengaluru
Aster Pharmacy,pharmacy,12.878507,77.6550824,Bengaluru
Apollo Pharmacy,pharmacy,12.8827544,77.6503642,Bengaluru
SS Pharmacy,pharmacy,12.8859463,77.6495484,Bengaluru
Sri Manjunatha Medicals,pharmacy,12.8890673,77.6512336,Bengaluru
Keshav Medical & General Store,pharmacy,12.8891007,77.6520774,Bengaluru
,pharmacy,12.9239614,77.618357,Bengaluru
,pharmacy,12.9059207,77.5858993,Bengaluru
Aloha Pharmacy,pharmacy,12.8799238,77.5535447,Bengaluru
Ram Medicals,pharmacy,12.9496859,77.7015241,Bengaluru
MedPlus,pharmacy,12.9498195,77.7008092,Bengaluru
Pharma.wellness,pharmacy,12.9723434,77.650478,Bengaluru
Sri Venkateswara Medicals,pharmacy,12.9724579,77.6500589,Bengaluru
Sri Laxmi Medicals,pharmacy,12.9723163,77.6516977,Bengaluru
Sai Health Pharma,pharmacy,12.9722287,77.652062,Bengaluru
ThinkCare Pharma,pharmacy,12.9857934,77.5957495,Bengaluru
Suraksha Medicals,pharmacy,12.9712027,77.5365182,Bengaluru
Sri Ranga Medicals,pharmacy,12.9756469,77.5358203,Bengaluru
Janasuraksha Medicals,pharmacy,12.9543928,77.497201,Bengaluru
Kesari Medicals,pharmacy,12.9544913,77.4967574,Bengaluru
7th Main Pharma,pharmacy,12.9261536,77.5818706,Bengaluru
Apollo Pharmacy,pharmacy,12.9561338,77.7170501,Bengaluru
Ramadev Medical,pharmacy,12.9158584,77.6989689,Bengaluru
Akshay Medicals,pharmacy,12.9425679,77.7472154,Bengaluru
SLV Mecical,pharmacy,12.9455014,77.7524932,Bengaluru
SR Pharma,pharmacy,12.9371,77.7495865,Bengaluru
Srikanth Medicals,pharmacy,13.0191345,77.5575105,Bengaluru
Sri Balaji Medical and General Store,pharmacy,13.0044903,77.5536452,Bengaluru
Apollo Pharmacy,pharmacy,13.0516497,77.5515983,Bengaluru
Ashwini Medical And General Store,pharmacy,12.963561,77.7331668,Bengaluru
Orange Health Labs,pharmacy,12.9562554,77.7295399,Bengaluru
Nandi Pharma,pharmacy,12.9257669,77.737715,Bengaluru
Sri Jagannatha Medicals & General Stores,pharmacy,12.9561496,77.7321483,Bengaluru
Sri Sanjeev Pharma,pharmacy,13.0678615,77.5541182,Bengaluru
Apollo Pharmacy,pharmacy,13.0668502,77.5538593,Bengaluru
GoodLife Medicines,pharmacy,13.0670884,77.5539186,Bengaluru
Jan Aushadhi,pharmacy,13.0998479,77.5962035,Bengaluru
,pharmacy,12.9993025,77.6766323,Bengaluru
Ayurveda Pharmacy,pharmacy,13.0675995,77.5539474,Bengaluru
Pradhan Mantri Bharatiya Janaushadhi Kendra,pharmacy,13.0966531,77.5836552,Bengaluru
Ramdev Medicals,pharmacy,12.9749902,77.7509286,Bengaluru
,pharmacy,12.9200334,77.651758,Bengaluru
MedPlus,pharmacy,13.001333,77.6619286,Bengaluru
Apollo Pharmacy,pharmacy,13.0033511,77.6607132,Bengaluru
Apollo Pharmacy,pharmacy,12.9395771,77.7361182,Bengaluru
Ramdev Medicals,pharmacy,12.9315315,77.6862132,Bengaluru
Apollo Pharmacy,pharmacy,12.9348468,77.7433697,Bengaluru
Sri Sai Pharmacy,pharmacy,12.92953,77.757352,Bengaluru
Ramdev Medicals,pharmacy,12.9218214,77.6653489,Bengaluru
MedPlus,pharmacy,12.9274267,77.6713421,Bengaluru
Sri Ram Medical Store,pharmacy,13.0099404,77.5390596,Bengaluru
MedPlus,pharmacy,13.00911,77.5382451,Bengaluru
MedPlus,pharmacy,12.9710649,77.7504113,Bengaluru
Homoeo Pharma,pharmacy,12.9690647,77.7500197,Bengaluru
Divya Medicals,pharmacy,13.0282476,77.5714826,Bengaluru
Ramdev Medicals,pharmacy,12.9379642,77.7202523,Bengaluru
MedPlus,pharmacy,13.0978883,77.563176,Bengaluru
Apollo Pharmacy,pharmacy,12.9123027,77.6327926,Bengaluru
Cosmo,pharmacy,12.9784737,77.6394515,Bengaluru
DKA Pharmacy,pharmacy,12.9762148,77.7285533,Bengaluru
Puran Medical And Central Store,pharmacy,13.0043462,77.6604392,Bengaluru
Yash Chemist and Druggist,pharmacy,12.9193973,77.6491547,Bengaluru
Krishna Pharma,pharmacy,13.0057911,77.6595163,Bengaluru
Revive Janata,pharmacy,12.9777179,77.6306728,Bengaluru
Life Care Medicals,pharmacy,12.8757204,77.5440302,Bengaluru
Medplus Pharmacy,pharmacy,12.879743,77.5537562,Bengaluru
Ramdev Medicals,pharmacy,12.9555919,77.7207693,Bengaluru
Frank Ross,pharmacy,12.9541309,77.7175389,Bengaluru
Raghav Medicals,pharmacy,12.9584462,77.6608493,Bengaluru
P N Medicals,pharmacy,12.9714555,77.7065292,Bengaluru
Sri Venkateshwara Medicals & general store,pharmacy,12.916652,77.595211,Bengaluru
Medplus,pharmacy,12.912582,77.6328303,Bengaluru
